track,artist,final_emotion
"The School for Scandal Overture, Op. 5",Samuel Barber,sadness
My Angel Rocks Back and Forth,Four Tet,reflective
Ikebana,Kevin Shields,reflective
HI/LO,Battles,reflective
Ask The Dust,Soulsavers,sadness
Oxygene Part 2,Jean Michel Jarre,reflective
Montreal Love Theme,Chinawoman,sadness
Mr. Groove,Euge Groove,reflective
La Noche,Coca & Villa,reflective
Chatterbox,Albert Collins,sadness
Two Evils,Akira Yamaoka,sadness
The Hour Undone,Escape the Day,sadness
You Can't Go Home Again,Chet Baker,reflective
Ydolem,Sven Väth,reflective
Last Words,Escape the Day,sadness
Part 8,William Basinski,calm
Transylvanian Lullaby,Erutan,neutral
Branle Des Chevaux,Erutan,joy
Temple of the Sky,Erutan,neutral
Welcome to Cork,Erutan,neutral
Banish Misfortune,Erutan,neutral
Peaceful,Miles Davis,calm
"Untitled #1 (a.k.a. ""Vaka"")",Sigur Rós,sadness
- Marche funebre,Frédéric Chopin,reflective
Swollen Stranger,Basque,reflective
Light Mass Prayer,Porcupine Tree,reflective
Moon Fever,Air,calm
Frida,Yann Tiersen,calm
Before Cologne,Ben Folds,calm
Iwakichi,Yann Tiersen,calm
While You Dooooo (Extended),Teebs,calm
Goodnight Boy,Arcade Fire,calm
Ouendake,Goldmund,calm
N.Y.C.'s No Lark,Bill Evans,calm
Le Singe Bleu,Vangelis,calm
0048 0729,Ólafur Arnalds,calm
Xibaba,Donald Byrd,calm
Walking into the Himalaya to Meditate,Nawang Khechog,calm
Je Suis Jamais Alle,Yann Tiersen,calm
with all my heart,goreshit,calm
Contrecoeur,Fedaden,calm
Dayvan Cowboy,Boards of Canada,calm
Olsen Olsen,Sigur Rós,joy
Festival,Sigur Rós,reflective
Where the Boats Go,M83,reflective
Endorphin,Burial,reflective
Aminals,Baths,calm
Kids Will Be Skeletons,Mogwai,reflective
Bathroom Girl,Air,reflective
Bocuma,Boards of Canada,reflective
The Moon Is Down,Explosions in the Sky,reflective
Fountains,M83,reflective
"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run",Sufjan Stevens,reflective
Klaus I Love You,M83,joy
Midnight Souls Still Remain,M83,calm
Love Like a Sunset,Phoenix,joy
Obvs,Jamie xx,joy
Eternity One Night Only,Cut Copy,calm
Candy Land,CocoRosie,joy
She Just Likes to Fight,Four Tet,calm
Night Sight,Air,reflective
Dive,Tycho,calm
Deep Blue Day,Brian Eno,calm
"Alanson, Crooked River",Sufjan Stevens,joy
J'ai Dormi Sous L'eau,Air,calm
In This Temple as in the Hearts of Man for Whom He Saved the Earth,Sufjan Stevens,sadness
Two Thousand And Seventeen,Four Tet,reflective
Detroit,Gorillaz,reflective
Lower Your Eyelids to Die With the Sun,M83,joy
Halcyon And On And On,Orbital,joy
Melt!,Flying Lotus,reflective
A Dream Within a Dream,The Glitch Mob,joy
For the Damaged Coda,Blonde Redhead,reflective
Art Decade,David Bowie,reflective
Where is my mind,Maxence Cyrin,reflective
Acrid Avid Jam Shred,Aphex Twin,reflective
Ezra,Flume,joy
The Waxen Pith,Aphex Twin,excitement
Same Dream China,Gold Panda,calm
5-4=Unity,Pavement,joy
Black Lake,Emancipator,reflective
When We Fall,Grouper,reflective
La Petite Fille De La Mer,Vangelis,joy
Iced Cooly,Boards of Canada,reflective
Emancipation,Helios,reflective
Melissa Juice,Boards of Canada,joy
Rafting Starlit Everglades,Baths,joy
Easy Tiger,Depeche Mode,calm
Rattlesnakes,Emancipator,reflective
Fragment II,Library Tapes,reflective
Safe in the Steep Cliffs,Emancipator,reflective
Erik's Song,Slowdive,reflective
Mango,Sascha Funke,reflective
Fok,Ólafur Arnalds,reflective
34 Ghosts IV,Nine Inch Nails,joy
Quitters Raga,Gold Panda,joy
Untangle,Four Tet,joy
Gambang,Grimes,reflective
Aegina Airlines,The Dead Texan,joy
A Calf Born In Winter,Khruangbin,calm
The Artifact & Living,Michael Andrews,joy
An Ending (Ascent),Brian Eno,reflective
Mílanó,Sigur Rós,reflective
Near Light,Ólafur Arnalds,sadness
Angel Echoes,Four Tet,reflective
A Day Without Rain,Enya,reflective
Chord Left,Agnes Obel,neutral
Adelma,Grizzly Bear,sadness
Boadicea,Enya,calm
In Church,M83,reflective
Rachel's Song,Vangelis,reflective
Things Left Unsaid,Pink Floyd,reflective
Tokka,Agnes Obel,sadness
"On a White Lake, Near a Green Mountain",M83,joy
13 Angels Standing Guard 'round the Side of Your Bed,A Silver Mt. Zion,reflective
Shepherd Moons,Enya,calm
Ascend to Oblivion,God Is An Astronaut,reflective
Noise,M83,reflective
The Haunting Idle,The War on Drugs,neutral
Says,Nils Frahm,sadness
Sigur 1 (Untitled),Sigur Rós,reflective
You’re So Very Far Away,Clem Leek,sadness
Tango to Evora,Loreena McKennitt,reflective
Natural Cause,Emancipator,reflective
The Memory Of Trees,Enya,calm
Beauties Can Die,M83,calm
Turkey Dog Coma,Flying Lotus,sadness
Dögun,Sigur Rós,reflective
PBS,Tycho,sadness
Turtles,Flying Lotus,sadness
Beskhu3epnm,Aphex Twin,sadness
Daníell in the Sea,Jónsi & Alex,calm
Fifth Ave,Gold Panda,sadness
"Waves, waves, waves",M83,reflective
Hjartað Hamast,Sigur Rós,reflective
Obligatory Cadence,Flying Lotus,sadness
Marco Polo,Loreena McKennitt,joy
Untitled 2,Sigur Rós,reflective
Words of Amber,Ólafur Arnalds,sadness
Indian Summer,Jónsi & Alex,reflective
Stirring,Flying Lotus,sadness
Feels,Giraffage,reflective
Dreamdance,Amethystium,reflective
Fairytale,Enya,sadness
Garden of Sakuntala,Amethystium,calm
The Garden of Zephirus,Dead Can Dance,reflective
Pearly-Dewdrops' Drops,Cocteau Twins,sadness
Gretchen Ross,Michael Andrews,reflective
Ariadne,Dead Can Dance,sadness
Lothlorien,Enya,calm
Untitled 6,Sigur Rós,reflective
Sigur 4 (Untitled),Sigur Rós,sadness
Anything You Synthesize,The American Dollar,reflective
Film Credits,Ólafur Arnalds,sadness
The First of Autumn,Enya,sadness
Windfall,Dead Can Dance,sadness
Are You Awake?,Kevin Shields,reflective
Untitled 7,Sigur Rós,reflective
The Fatal Impact,Dead Can Dance,reflective
Only the Winds,Ólafur Arnalds,sadness
Always Returning,Brian Eno,sadness
Popplagið,Sigur Rós,neutral
Just Us,Shlohmo,neutral
The Highest Journey,M83,reflective
Ágúst,Ólafur Arnalds,sadness
Sudden Throw,Ólafur Arnalds,sadness
From Past to Present,Jeremy Soule,sadness
Game Of Thrones,Ramin Djawadi,joy
Time Travel,Michael Andrews,reflective
恢复,２８１４,sadness
Went Missing,Nils Frahm,sadness
Hammers,Nils Frahm,sadness
Gay Angels,Perfume Genius,reflective
Hymn to the Sea,James Horner,neutral
Fivefold,Agnes Obel,sadness
Indus,Dead Can Dance,reflective
Against The Sky - 2005 Digital Remaster,Harold Budd,sadness
Aquarium,Casino Versus Japan,reflective
Theme of Laura (Reprise),Akira Yamaoka,sadness
aisatsana [102],Aphex Twin,calm
Nanou 2,Aphex Twin,calm
Ashoken Farewell,Goldmund,calm
Elk River,Six Organs of Admittance,calm
Held,Holy Other,calm
Space Lion,The Seatbelts,calm
Hoist Anchor,Hanne Hukkelberg,calm
Amazing Grace,Goldmund,calm
Pavane Op.50,Gabriel Fauré,calm
Madness,TOKiMONSTA,calm
28 Days Later - In the House-In a Heartbeat,London Music Works,calm
Face In The Photograph,Yanni,calm
Awaiting Elemental Meltdown,The Six Parts Seven,calm
Madeleine,The Durutti Column,calm
"The Black Hawk War, Or, How To Demolish An Entire Civilization And Still Feel Good About Yourself In The Morning, Or, We Apologize For The Inconvenience But You're Gonna Have To Leave Now, Or, 'I Have Fought The Big Knives And Will Continue To Fight...",Sufjan Stevens,calm
Amber,Mannheim Steamroller,calm
Hallelujah,Jake Shimabukuro,calm
Manhã de Carnaval,Luiz Bonfá,calm
The Death of General Wolfe,Goldmund,calm
I Will Never Love Again,Mark Knopfler,calm
Guide My Sword,Mark Knopfler,calm
River of Life,Paweł Błaszczak,calm
Prelude In E Minor Op.28/4,Frédéric Chopin,calm
Gentle,Isaac Shepard,calm
Desert Village,Celestial Aeon Project,calm
Morning at the River Bench,Gandalf,calm
Day By Day,Najee,calm
Snowflakes,Celestial Aeon Project,calm
Keep It Simple,Tommy Emmanuel,calm
The Bells Of Lal (Part One),Joe Satriani,calm
Do You Remember,Adam Skorupa,calm
Kristen's Serenade,Kevin Kern,calm
Tears in My Eyes,Cécile Corbel,calm
With You,Cécile Corbel,calm
Apocalypse Des Animaux,Vangelis,calm
Dub In Ya Mind [Beach club mix],Afterlife,calm
Tears for Jerusalem,Tommy Emmanuel,calm
"He Ain't Heavy, He's My Brother",Tommy Emmanuel,calm
Hjartad Hamast,Sigur Rós,romantic
Tres Avisos,Calexico,romantic
What Does Your Soul Look Like (Part 1): Blue Sky Revisit / Transmission 3,DJ Shadow,romantic
The Waggoner's Lad,Bert Jansch,romantic
Bright Eyes,Simon & Garfunkel,romantic
The Box Part 1,Orbital,romantic
Milonga Del Ángel,Astor Piazzolla,romantic
waiting so long,Sam Gellaitry,romantic
Marla (Album Version),The Dust Brothers,romantic
SUMMER GODDESS,"SOIL & ""PIMP"" Sessions",romantic
Vivo Sonhando,Antonio Carlos Jobim,romantic
Hello!,Explosions in the Sky,reflective
Interlude Pt 1,Chiodos,reflective
Elevator Song (feat. Ren Ford),Keaton Henson,reflective
Minuet for a Cheap Piano Number Two,A Winged Victory for the Sullen,reflective
Getting Through,Helios,reflective
The Immaculate Misconception,Antimatter,reflective
Journey,Jon Hopkins,reflective
Laura Palmer's Theme (instrumental),Angelo Badalamenti,reflective
Nearly Curtains,Keaton Henson,reflective
We Played Some Open Chords,A Winged Victory for the Sullen,reflective
Nightfall / Love Theme,Jon Hopkins,reflective
Reel Life,The Cinematic Orchestra,reflective
Pomme Fritz (Meat 'N Veg),The Orb,reflective
Reve,Vangelis,reflective
Resolution,Jon Brion,reflective
Ba Benzele,Jon Hassell,reflective
Afternoon Breaks,Parov Stelar,reflective
You've Been Spiked,Chris Joss,reflective
Sleepwalk,California Guitar Trio,sadness
The Red Rooster (London Sessions w/false start and dialog),Howlin' Wolf,sadness
Early One Day,Phil Keaggy,sadness
"I'd Rather Be Blind, Crippled And Crazy",The Derek Trucks Band,sadness
Summertime Summertime,Various Artists,sadness
Is There Anybody Here That Love My Jesus,Medeski Martin and Wood,sadness
An Interlude,The Decemberists,reflective
Even (Out) +,Stars of the Lid,reflective
Overture (for Other Halfs),Brian McBride,reflective
A Lovely Place to Be,Patrick O'Hearn,reflective
Opus 26,Dustin O'Halloran,reflective
To the Unknown Man,Vangelis,reflective
Sweet Nothing Serenade,Ben Harper,reflective
Ah!,Popol Vuh,reflective
Tsubasa,M83,reflective
Discreet Music,Brian Eno,reflective
In a Broken Dream,UNKLE,reflective
Twin Peaks Theme (instrumental),Angelo Badalamenti,reflective
Stratos,Jonn Serrie,reflective
23 Go in to End,John Frusciante,reflective
Pure Essence,Maneesh De Moor,reflective
Sequent C',Tangerine Dream,reflective
Our Hearts Condemn Us,Jozef van Wissem,reflective
Illumination of the Heart,Deuter,reflective
Evensong,Secret Garden,reflective
The Seventh Proof,Soulsavers,reflective
The Big Blue Overture,Eric Serra,reflective
Wood Fairy,Kitaro,reflective
Escape from Gravity,Deuter,reflective
The Nest that Sailed the Sky,Peter Gabriel,reflective
Callin' Venus,Jazzamor,reflective
Maenam,Jami Sieber,reflective
Skinny Trees,A Dancing Beggar,reflective
Growing Waterwings,Oliveray,reflective
Lovesong from the Mountains,Deuter,reflective
Reflection,Liquid Mind,reflective
Desolation Path,Vangelis,reflective
Shizuku,Kitaro,reflective
Yellow Mandala,Deuter,reflective
Forgiven,Blue Stone,reflective
Shanti (Peace Out),MC Yogi,reflective
Citadel,Celestial Aeon Project,reflective
In Reverence,David Tolk,reflective
Sleeping Woman,Luis Perez,reflective
Angel's Redemption,Celestial Aeon Project,reflective
Angelic Voices,B-Tribe,reflective
Summer Prelude,Peter Kater,reflective
Red Horizon,Lisa Gerrard,reflective
Under the Wings of Blessing,Nawang Khechog,reflective
Ancient Of Wind,Kitaro,reflective
Whirling Dervish,Omar Faruk Tekbilek,reflective
Spira,Lemongrass,reflective
The Winding Path,Kevin Kern,reflective
City Of Peace,Govinda,reflective
The Stone And The Green World,Kitaro,reflective
Offering,Ravi Shankar,reflective
Live Throbbe,Ozric Tentacles,reflective
A Daily Prayer and Practice of the Dalai Lama,Nawang Khechog,reflective
Hearts Awakening,Parijat,reflective
Little Flower Garden,Djivan Gasparyan,reflective
Spirit Of Harp,Kitaro,reflective
Day Is Done,"Peter, Paul & Mary",reflective
(Cloud Dead Number Five) (1),cLOUDDEAD,reflective
Thais: Meditation,Jules Massenet,reflective
Slight Domestic,Mogwai,reflective
Wisdom And Compassion,Nawang Khechog,reflective
Daybreak Vision,R. Carlos Nakai,reflective
piobmx,Autechre,reflective
Told to the Heart,Kevin Kern,reflective
Nearer My God to Thee,Paul Cardall,reflective
Thought Museum,Liquid Mind,reflective
Gross,Balkan Beat Box,reflective
On Eagle's Wings,R. Carlos Nakai,reflective
Healing the Heart,Parijat,reflective
Dolphins And Dreams,Shajan,reflective
4th Sky Convergence & Pointless,Dahlia's Tear,reflective
Soufie,Banco De Gaia,reflective
Five-Peak Wisdom Mountain,Nawang Khechog,reflective
Women of Ireland,Joanie Madden,reflective
Legend Of The Road,Kitaro,reflective
Northsuite,Velvet Cacoon,reflective
Tienshan,Kitaro,reflective
Nagare No Naka De,Kitaro,reflective
El Mercado Testaccio,Inti-Illimani,sadness
To Go Beyond (Part 2),Enya,sadness
Swung From the Gutters,Tortoise,calm
Reel Life (Evolution II),The Cinematic Orchestra,calm
Coast Off,Helios,calm
Mentalism,Shpongle,calm
The Curse of Ka'Zar,Lemon Jelly,calm
Motorbikes,Real Estate,calm
Light House,Helios,calm
For the Trees,Matmos,calm
Angelic Voices [Rebirth Remix],B-Tribe,calm
Cadenza,Ludovico Einaudi,calm
Cosmos,菅野よう子,calm
Wise One,John Coltrane,calm
King Tubby Meets The Rockers,Ernest Ranglin,calm
The Suspension Bridge at Iguazu Falls,Tortoise,calm
That Certain Feeling,George Gershwin,calm
River Quay,Pat Metheny,calm
"Hands Of The Priestess, Part I",Steve Hackett,calm
Pinkerland Becaina,The Pinker Tones,calm
Mystline,Nujabes + Fat Jon,calm
The Market in Volfinor,光田康典,calm
Beast of Burden,Donald Byrd,calm
Sao Verought,Voom Voom,calm
Schindler's Workforce,Boston Symphony Orchestra,calm
Crocketts Theme,Jan Hammer,calm
I Remember Clifford,Art Blakey & The Jazz Messengers,calm
Dance of the Searching Souls,Kevin Kern,calm
Perhaps Love,James Galway,calm
Bolero de Vicente,Vicente Amigo,calm
I Set My Face to the Hillside,Tortoise,calm
Seeing You Off the Edges,Eluvium,calm
Svanire,Ludovico Einaudi,calm
The Approaching Night,Philip Wesley,calm
It's the Sun,The Polyphonic Spree,calm
Aruarian Dance,Nujabes,calm
Chopin : Nocturne No.2 in E flat major Op.9 No.2,Elisabeth Leonskaja,calm
The Space of Two Weeks,Four Tet,calm
The Crane Dance,Ludovico Einaudi,calm
[untitled track],Andrew Bird,calm
Planet,Kitaro,calm
Le long de la rivière tendre,Sébastien Tellier,calm
Closing Scene,The Radio Dept.,calm
Asturias,Isaac Albéniz,calm
Ba,Goldmund,calm
Hannes,Sigur Rós,calm
The end of august,Yanni,calm
Prelude: First Snow,Michael Gettel,calm
Shining Violence,Chromatics,calm
"Piano Concerto No. 21 in C Major, K. 467: II. Andante",Wolfgang Amadeus Mozart,calm
Flikr Of Ur Eyes,Swarms,calm
As I Am [Intro],Alicia Keys,calm
Provenance,Goldmund,calm
Such Great Heights,The Section Quartet,calm
Besame Mucho,Dave Brubeck,calm
In the Arms of Mercy,Times of Grace,calm
"The Box, Pt. 1",Orbital,calm
1000 Miles,Dirty Three,calm
Conversation Heart,The Six Parts Seven,calm
Up Ship!,Port Blue,calm
Hlemmur,Sigur Rós,calm
Swan Lake: Dance of the Swans,Pyotr Ilyich Tchaikovsky,calm
Sunset Road,Béla Fleck and the Flecktones,calm
Dreams of Venice,Jesper Kyd,calm
Koto Song,Dave Brubeck,calm
Tour Of The Kingdom,Alan Menken,calm
Mediational Field,平沢進,calm
Ginza Samba,Vince Guaraldi,calm
Echoes of the Roman Ruins,Jesper Kyd,calm
Keepers of the Flame,Kevin Kern,calm
Six Marimbas,Steve Reich,calm
Autumn of Our Love,Spyro Gyra,calm
Itonami,Kitaro,calm
Wave Of Sand,Kitaro,calm
Allure (Produced By The Neptunes),Jay-Z,sadness
Loft,Deaf Center,reflective
Deep,Cirque Du Soleil,sadness
BATTLES OF THE FORGOTTEN,Tommy Guerrero,sadness
24hours OPEN,The Seatbelts,reflective
Love Potion #9,Herb Alpert and the Tijuana Brass,reflective
Dave the Butcher,Tom Waits,sadness
King Kong,Frank Zappa,excitement
The Fall Of The House Of Usher: II Arrival,The Alan Parsons Project,neutral
Jealous Twin,The Jim Carroll Band,sadness
Woad To Ruin,Hans Zimmer,neutral
Gopher,Yma Sumac,reflective
Apotheosis,Austin Wintory,sadness
Underway,Fleetwood Mac,sadness
Christmastime Is Here (Instrumental),Vince Guaraldi Trio,reflective
Popplagið (The Pop Song),Sigur Rós,sadness
Gossamer,The Smashing Pumpkins,neutral
HYPER EUROBEAT,NAOKI feat. DDR ALL STARS,sadness
Christmas Is Coming (Album Version),Vince Guaraldi Trio,reflective
The World is Our ____,This Will Destroy You,joy
Lux Aeterna,Clint Mansell,neutral
Aren't We All Running?,65daysofstatic,neutral
Waiting for a Train,Hans Zimmer,neutral
First Class,Henry Jackman,excitement
A Small Measure of Peace,Hans Zimmer,neutral
The Battle of Kerak,Harry Gregson-Williams,neutral
What Are You Going To Do When You Are Not Saving The World?,Hans Zimmer,excitement
Am I Not Merciful?,Hans Zimmer,neutral
Requiem for a Dream (Orchestral Version),Clint Mansell,neutral
Await The King's Justice,Ramin Djawadi,excitement
Jon's Honor,Ramin Djawadi,neutral
The Assassin's Dagger,Ramin Djawadi,neutral
"Mine, Windbag, Mine",Darren Korb,reflective
Percy's Escape,Darren Korb,neutral
Idyll's End,Hans Zimmer,reflective
Marital Sabotage,Hans Zimmer,neutral
No Need to Come Back,Hans Zimmer,neutral
I Am the Doctor,Murray Gold,excitement
Peer Gynt - In The Hall Of The Mountain King,Edvard Grieg,neutral
Tony's Theme,Giorgio Moroder,neutral
Planisphere,Justice,excitement
We Took Pelham,Deadly Avenger,neutral
Septimus,Ilan Eshkeri,excitement
Daedra in Flight,Jeremy Soule,neutral
Sea Wall,Hans Zimmer,neutral
Sunny Banks of Sweet Deliverance,God Is An Astronaut,excitement
Surkesh,Christopher Lennertz,excitement
Wildfire,Ramin Djawadi,neutral
Three Blasts,Ramin Djawadi,neutral
Parting Words,Michael Giacchino,neutral
Dreamt For Light Years In The Belly Of A Mountain (Aka Maxine),Sparklehorse,neutral
Shooting Star,Ilan Eshkeri,excitement
No Following,Michael Kamen,neutral
Battle At Aslan's How,Harry Gregson-Williams,excitement
april.#02,KASHIWA Daisuke,excitement
Spectacle Discovery,Trevor Rabin,excitement
On A White Lake Near A Green Mountain,M83,reflective
Death Zone,Apocalyptica,neutral
The Future Is Now,Future,neutral
The Day After Tomorrow,Harald Kloser,neutral
J'espere CA,Machinefabriek,neutral
The Gladiator Waltz,Hans Zimmer,excitement
Safeguard,Hans Zimmer,excitement
Love Theme From Blade Runner,Vangelis,joy
Per Un Pugno Di Dollari - Titoli,Ennio Morricone,excitement
5 Words,Trevor Rabin,neutral
The Ancients,Celestial Aeon Project,neutral
Last Battle,Paweł Błaszczak,excitement
Flow Like Water,James Newton Howard,reflective
Prepare for Battle!,Paweł Błaszczak,neutral
Dark March,James Dooley,excitement
Movement IX,Vangelis,excitement
Night Approaches,Paweł Błaszczak,neutral
Bolero (Conclusion),Maurice Ravel,neutral
Contact - End Credits,Alan Silvestri,neutral
Dance Parties (Mechanised),65daysofstatic,excitement
Sho's Waltz,Cécile Corbel,neutral
The Lake (instrumental),Mike Oldfield,excitement
Richat,Mark Petrie,neutral
Battlefield,Cirque Du Soleil,neutral
Tsumi,大島ミチル,excitement
Dark Secrets,Celestial Aeon Project,neutral
Swordland,梶浦由記,excitement
Midtown,Tom Waits,sadness
Danger Song,Metronomy,reflective
Black Ants in Sound-Dust,Stereolab,neutral
Pteranodon,Ozric Tentacles,neutral
Late Night (Take 2),Syd Barrett,neutral
Miss Marple's Theme,Ron Goodwin & His Orchestra,joy
On The Bus,Frank Zappa,calm
Over Easy,Booker T. & the MG's,neutral
Mylenium,Mylène Farmer,reflective
Eye of the Beholder,Bella Sonus,sadness
Mea Culpa (Fading Shades mix),Enigma,sadness
Crimson Sands,Bella Sonus,sadness
Endless Quest (Mysterious Mix),Enigma,reflective
Es Vedra,David Clavijo,reflective
Untitled (Vaka),sigur ros,neutral
Your Hand in Mine,Explosions in the Sky,excitement
