track,artist,final_emotion,reason
Show Me,Mint Royale and P.O.S.,sadness,Already processed
Friendship,Viper Horse,sadness,Already processed
Kyrie,Furahakören,sadness,Already processed
Unison,Porter Robinson,joy,Already processed
In My Hood,Gramatik,reflective,Already processed
Ghetto Love,Jaheim,reflective,Already processed
Gravity,Bic Runga,reflective,Already processed
Here With Me,Shyne,reflective,Already processed
Always There,Slick Shoes,reflective,Already processed
Little Angel,Bobby Hutcherson,calm,Already processed
The End,6Blocc,reflective,Already processed
Thinking of You,Herbert,reflective,Already processed
Lie Detector,Mýa,reflective,Already processed
Fire,Michael Johns,neutral,Already processed
Plaything,Roy Budd,excitement,Already processed
It's Nothing,Rakim,reflective,Already processed
Come Back,Luther Vandross,reflective,Already processed
Rollercoaster,Lalo Schifrin,reflective,Already processed
Pure,Pure,calm,Already processed
Time Will Tell,Diafrix,reflective,Already processed
The Best Thing,Richard Page,reflective,Already processed
Sleep,Anousheh Khalili,reflective,Already processed
Call Me,Lil' Kim,calm,Already processed
Leviathan,Nachtalb,reflective,Already processed
"Baby, It's Cold Outside",Al Hirt; Margret Ann,reflective,Already processed
Freestyle,Silver Surfers,reflective,Already processed
Step Into My World,Tornts,reflective,Already processed
Streetlife,Blur vs. Streets,reflective,Already processed
Love Someone,dub_fx,reflective,Already processed
"Baby, It's Cold Outside",Tom Jones and Cerys Matthews,reflective,Already processed
Smoke,Batacuda sound machine,reflective,Already processed
He Said She Said,Batacuda sound machine,reflective,Already processed
'Cause I'm A Man,Tame Impala,calm,Already processed
Like You,Bow Wow,joy,Already processed
Strings,Wale,calm,Already processed
Gold,Chet Faker,reflective,Already processed
Help Yourself,Amy Winehouse,joy,Already processed
You,Lloyd,calm,Already processed
Quicksand,Incubus,joy,Already processed
Runnin',The Pharcyde,reflective,Already processed
Love,Keyshia Cole,joy,Already processed
Marilyn Monroe,Pharrell Williams,calm,Already processed
Sara Smile,Hall & Oates,calm,Already processed
It's Probably Me,Sting,reflective,Already processed
Waves,J Dilla,reflective,Already processed
Summer Madness,Kool & The Gang,calm,Already processed
Nothing Even Matters,Lauryn Hill,joy,Already processed
Miss You,Aaliyah,joy,Already processed
Intro,J. Cole,calm,Already processed
Morning Song,Zero 7,calm,Already processed
I Love You,Faith Evans,joy,Already processed
Lady,D'Angelo,calm,Already processed
Ignition,R. Kelly,joy,Already processed
Last Dance,Rhye,reflective,Already processed
Show Me,John Legend,reflective,Already processed
I've Got You Under My Skin,Michael Bublé,calm,Already processed
Romance,Beth Gibbons & Rustin Man,calm,Already processed
Bartender,T-Pain,calm,Already processed
Flow,Sade,calm,Already processed
Blue Eyes,Destroyer,calm,Already processed
Take You Home,Lloyd,calm,Already processed
Diary,Alicia Keys,calm,Already processed
Soon As I Get Home,Faith Evans,joy,Already processed
This Woman's Work,Maxwell,joy,Already processed
Me,Erykah Badu,calm,Already processed
Number One,John Legend,calm,Already processed
Missing You,Case,joy,Already processed
Nirvana,Sam Smith,joy,Already processed
Intro,Common,reflective,Already processed
Cupid,112,joy,Already processed
Heaven or Las Vegas,The Weeknd,calm,Already processed
Magic,Robin Thicke,joy,Already processed
In Love With You,Erykah Badu,joy,Already processed
Rollercoaster,Everything But the Girl,reflective,Already processed
Love,Musiq,excitement,Already processed
The Way,Jill Scott,calm,Already processed
Strawberry Swing,Frank Ocean,calm,Already processed
Beauty,Dru Hill,joy,Already processed
Be With Me,J. Holiday,joy,Already processed
Almost,Tamia,joy,Already processed
Baby,Brandy,joy,Already processed
Always,Atlantic Starr,joy,Already processed
I Wish,Carl Thomas,calm,Already processed
R.I.P.,Rita Ora,neutral,Already processed
Painting,Atmosphere,neutral,Already processed
Cold,Annie Lennox,calm,Already processed
In My Bed,Dru Hill,joy,Already processed
Put It Down,The-Dream,calm,Already processed
She Said,The Pharcyde,calm,Already processed
Closer,Goapele,calm,Already processed
Slow Down,Alicia Keys,joy,Already processed
Heaven,Jamie Foxx,calm,Already processed
Slow Down,Bobby V,calm,Already processed
Animal,Troye Sivan,reflective,Already processed
Every Word,Sade,joy,Already processed
If I Was Your Man,Joe,calm,Already processed
Homicide,Logic,calm,Already processed
Wonderful,Marques Houston,calm,Already processed
Cross My Mind,Jill Scott,joy,Already processed
Skin,Sade,reflective,Already processed
You,Raheem DeVaughn,calm,Already processed
Love Is,Common,joy,Already processed
Africa,D'Angelo,calm,Already processed
Telephone,Erykah Badu,calm,Already processed
Smooth,D'Angelo,calm,Already processed
Dust,Frank Ocean,calm,Already processed
Lifetime,Maxwell,calm,Already processed
Stay the Night,Mariah Carey,calm,Already processed
Cherry Pie,Sade,joy,Already processed
Captain,Dave Matthews Band,calm,Already processed
Another Life,D'Angelo,calm,Already processed
Can't Get Enough,Tamia,excitement,Already processed
Trip,VACATIONER,calm,Already processed
I Want You,Common,joy,Already processed
Complicated,Robin Thicke,calm,Already processed
Love You More,Ginuwine,excitement,Already processed
Roxanne,George Michael,joy,Already processed
Come Around,M.I.A.,neutral,Already processed
Alright,D'Angelo,joy,Already processed
Live It Up,John Legend,joy,Already processed
Untitled,She & Him,calm,Already processed
No More,Ruff Endz,calm,Already processed
Overdose,Jamie Foxx,calm,Already processed
Sally,Sade,reflective,Already processed
Rain,SWV,joy,Already processed
Piano Man,Brandy,reflective,Already processed
My Heart,Jennifer Hudson,joy,Already processed
Lay Down,Floetry,excitement,Already processed
Me,Tamia,calm,Already processed
Under Control,The Internet,calm,Already processed
Heaven Can Wait,Michael Jackson,calm,Already processed
Those Were the Days,Angel Olsen,calm,Already processed
Trust Me,Guru,calm,Already processed
Do You Remember,Jill Scott,joy,Already processed
Sacrifice,The Roots,calm,Already processed
Lately,Jodeci,joy,Already processed
Smile,Smith Westerns,calm,Already processed
Shut It Down,Drake,calm,Already processed
Whatever You Want,Tony Toni Toné,joy,Already processed
Ride Or Die,Jay-Z,calm,Already processed
The Way It Is,Donavon Frankenreiter,joy,Already processed
All or Nothing,Jay Sean,joy,Already processed
Bad Habits,Maxwell,joy,Already processed
Love You,Maxwell,calm,Already processed
Fatal,J. Holiday,calm,Already processed
Hold On,Dwele,calm,Already processed
Higher,D'Angelo,joy,Already processed
Try,The Magic Numbers,calm,Already processed
Mellow Mood,Slightly Stoopid,calm,Already processed
Terry,Action Bronson,calm,Already processed
Sarah,Diplo,calm,Already processed
Truth,Dwele,calm,Already processed
Whirlwind,Dispatch,calm,Already processed
Marakesh,Peace Orchestra,reflective,Already processed
Open Your Eyes,John Legend,reflective,Already processed
Try Too Hard,Teddy Geiger,calm,Already processed
Indiana,Jon McLaughlin,reflective,Already processed
No Surprise,Radiohead,reflective,Already processed
Easy,Lionel Richie,calm,Already processed
Anniversary,Tony Toni Toné,joy,Already processed
There Goes My Baby,Charlie Wilson,calm,Already processed
Love Drug,Raheem DeVaughn,joy,Already processed
One,Tyrese,calm,Already processed
How Deep Is Your Love,Keith Sweat,excitement,Already processed
Work It Out,Keyshia Cole,reflective,Already processed
Feelings,Floetry,calm,Already processed
Fortunate,Maxwell,joy,Already processed
Listen to Your Heart,Alicia Keys,calm,Already processed
Annie,Mat Kearney,reflective,Already processed
Put It Back Together,Fatboy Slim,reflective,Already processed
Let Me In,Floetry,calm,Already processed
Desire,Kamasi Washington,calm,Already processed
I Do,Chingy,joy,Already processed
Just Like Me,Jamie Foxx,calm,Already processed
You Said,112,calm,Already processed
My Apology,Donell Jones,excitement,Already processed
Loco,Fun Lovin' Criminals,joy,Already processed
Without You,Dwele,joy,Already processed
Secret,Howie Day,sadness,Already processed
Last First Kiss,Tamia,joy,Already processed
Welcome,Maxwell,calm,Already processed
Flipside,Everything But the Girl,reflective,Already processed
Let's Get Down,Tony Toni Toné,calm,Already processed
If You Think You're Lonely Now,Bobby Womack,calm,Already processed
Aquarius,Tinashe,excitement,Already processed
Lord Have Mercy,ScHoolboy Q,calm,Already processed
Fantastic,Slum Village,calm,Already processed
Better Days,Anthony Hamilton,calm,Already processed
Far Away,Marsha Ambrosius,joy,Already processed
Ha,Juvenile,calm,Already processed
Jasmine,Jai Paul,joy,Already processed
Lights On,Tyrese,excitement,Already processed
Fear,Sade,calm,Already processed
Daddy,Beyoncé,calm,Already processed
Right Here,MellowHype,calm,Already processed
Shipbuilding,Elvis Costello,reflective,Already processed
Nobody Knows,The Tony Rich Project,calm,Already processed
Undecided,The Magic Numbers,joy,Already processed
Don't Let Go,En Vogue,joy,Already processed
Rewind,Craig David,reflective,Already processed
Heart Attack,Lloyd,calm,Already processed
Your Body,Pretty Ricky,joy,Already processed
Reunion,Maxwell,calm,Already processed
Outerspace,Yung Berg,joy,Already processed
The Pressure,Jhené Aiko,calm,Already processed
Stutter,Joe,calm,Already processed
Stuck,The Heavy,reflective,Already processed
They Don't Know,Jon B,calm,Already processed
Hello,Paul Anka,reflective,Already processed
My Mind,Portugal. The Man,excitement,Already processed
Water,The Sugarcubes,excitement,Already processed
Unconditional,Kehlani,excitement,Already processed
Millionaire,Logistics,joy,Already processed
Take Five,Davy Graham,excitement,Already processed
Say It Once,Ultra,joy,Already processed
I Surrender,Steps,joy,Already processed
Milk & Honey,Immi,joy,Already processed
All I Want Is You,H & Claire,joy,Already processed
Wonderland,Rubikon,sadness,Already processed
The Music Box,Shovelbearer,joy,Already processed
Juliet,The B-52's,joy,Already processed
Help Me,Timo Maas,reflective,Already processed
Opel,Muslimgauze,sadness,Already processed
Rattlesnake,Bride,reflective,Already processed
Trapped,Utopia,sadness,Already processed
It's So Easy,Valerie Dore,sadness,Already processed
Weight of the World,Factory of Dreams,reflective,Already processed
Returning Home,Project Creation,reflective,Already processed
Intermission,Project Creation,reflective,Already processed
Other People,The Home Guard,joy,Already processed
Away,DEVIN TOWNSEND BAND,sadness,Already processed
Intervention,Project Creation,reflective,Already processed
Jungleland,"Springstreen, Bruce & The E Street Band",neutral,Already processed
Tiptoe,Imagine Dragons,excitement,Already processed
Drown,The Smashing Pumpkins,excitement,Already processed
Roses,The Chainsmokers,excitement,Already processed
First,Cold War Kids,excitement,Already processed
Fools,The Temper Trap,excitement,Already processed
Change,Taylor Swift,excitement,Already processed
Roadrunner,The Modern Lovers,excitement,Already processed
Fire Fly,Childish Gambino,excitement,Already processed
North,Phoenix,excitement,Already processed
Hostage,Sia,excitement,Already processed
Amsterdam,Guster,excitement,Already processed
Move,Cansei de Ser Sexy,excitement,Already processed
Rapunzel,Dave Matthews Band,excitement,Already processed
Carbon Monoxide,Cake,excitement,Already processed
Underwater,Tegan and Sara,excitement,Already processed
Better Days,Pete Murray,excitement,Already processed
Tokyo,Athlete,excitement,Already processed
Enough Of Me,John Frusciante,excitement,Already processed
Boys,Ashlee Simpson,excitement,Already processed
Right On,The Roots,excitement,Already processed
Get Lost,Icona Pop,excitement,Already processed
Last Call,MAE,excitement,Already processed
Let It Rain,Tilly and the Wall,excitement,Already processed
"Fire, Fire",M.I.A.,excitement,Already processed
Saving Grace,Tom Petty,excitement,Already processed
Birds of a Feather,Phish,excitement,Already processed
Tired Of You,The Exies,excitement,Already processed
Dance,Nas,excitement,Already processed
Alone,St. Vincent,excitement,Already processed
Ever,Team Sleep,excitement,Already processed
Car Song,Woody Guthrie,excitement,Already processed
In The Beginning,The Stills,excitement,Already processed
Open Road,Bryan Adams,excitement,Already processed
Ol' 55,Eagles,excitement,Already processed
California,Hawk Nelson,excitement,Already processed
Runnin',Adam Lambert,excitement,Already processed
Blood Money,Primal Scream,excitement,Already processed
This Time,P.O.D.,excitement,Already processed
Drive,Deftones,excitement,Already processed
Walk Alone,The Roots,excitement,Already processed
One Thing,Peter and Kerry,excitement,Already processed
The Promise,New Found Glory,excitement,Already processed
Roadrunner,Jonathan Richman And The Modern Lovers,excitement,Already processed
California,Semisonic,excitement,Already processed
Chasing the Sun,The Calling,excitement,Already processed
Long Road,Funki Porcini,excitement,Already processed
All Is Loneliness,Janis Joplin,excitement,Already processed
Prana,Trentemøller,excitement,Already processed
Big Ideas,LCD Soundsystem,excitement,Already processed
It's a Shame,OneRepublic,excitement,Already processed
Speeding Motorcycle,Daniel Johnston,excitement,Already processed
Parade,平沢進,excitement,Already processed
The Journey,Fatboy Slim,excitement,Already processed
Finale,Ramin Djawadi,excitement,Already processed
Higher,B.o.B,excitement,Already processed
Waiting For You,Allister,excitement,Already processed
Hands,Tunng,excitement,Already processed
Danger,Third Eye Blind,excitement,Already processed
Rush Hour,Christopher Lawrence,excitement,Already processed
Train,Younger Brother,excitement,Already processed
Easy,The Dandy Warhols,excitement,Already processed
