track,artist,final_emotion
"St. Matthew Passion, BWV 244: No.61 Evangelist, Jesus, Chorus I/II: ""Und Von Der Sechsten Stunde An""","Anne Sofie von Otter, English Baroque Soloists & John Eliot Gardiner",excitement
Sen,Ryger,excitement
The Mission: Ave Maria - Guarini,Ennio Morricone,excitement
"St. Matthew Passion, BWV 244: No.12 Recitative (Soprano): ""Wiewohl Mein Herz in Tränen Schwimmt""","Ann Monoyios, English Baroque Soloists & John Eliot Gardiner",excitement
Svyati (Svyatuiee - O Holy One),John Tavener,excitement
"Eya, martyr Stephane",Orlando Consort,excitement
"Jesus, I Am Resting, Resting",Kenon D. Renfrow,excitement
Antiphon: Auctori vite psalmis - Invitatory: Venite exsultem,"Anonymous 4 Ruth Cunningham, Marsha Genensky, Susan Hellauer",excitement
Aria: Cuius animam gementem,Giovanni Battista Pergolesi,excitement
"Aria: Fac, ut portem Christi mortem",Giovanni Battista Pergolesi,excitement
Stabat Mater Dolorosa,"Ettore Gracis: Teresa Berganza, Mirella Freni - Solisti dell'orchestra 'Scarlatti' Napoli",excitement
Introit - Misso Pro Defunctis (De La Rue),New London Chamber Choir,excitement
Night of Miracles,Word Music,joy
Requiem Mass Dies Irae,Gregorian Chant,joy
Am I Blue,Julie London,excitement
"O, Sacred Head Now Wounded",greenwelter,joy
Pieta Signore,Eide Norena,excitement
Siaudžia siaudžia laukai,Donis su Kūlgrinda,excitement
Ėjau rytelia čiūta,Donis su Kūlgrinda,sadness
We are of Thee,Orlando Gibbons,excitement
Meeting yourself,Bleak Vibrations,calm
Om Mani Padmi Hum,Craig Pruess,joy
"Vouchsafe, O Lord",Arthur Sullivan,excitement
Psalm 13,Luxeed,excitement
The Steps Of A Good Man,Mac And Beth Lynch,joy
Missa Brevis,Kyrie,excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Credo: Et incarnatus est","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
Missa Brevis,Credo,excitement
Hymn to the Mother of God,Diverse,excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Gloria: Quoniam","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Credo: Et resurrexit","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
Festival Sanctus,Les Chanteurs,excitement
"Matthäus-Passion, BWV 244: 54. O Haupt voll Blut und Wunden",Johann Sebastian Bach,excitement
English trad./Lo! He Comes With Clouds Ascending,St. John's College Choir Cambridge,excitement
"IX. Das Gebet des Herrn, Anhang: Anbetend Deine Macht und Grosse",Mass Text,excitement
Rejoyce greatly,Georg Friedrich Händel,excitement
Psalm 131,Luxeed,excitement
"Aria: Eja, mater, fons amoris",Giovanni Battista Pergolesi,excitement
Mass in B Minor: I. Kyrie,Kathleen Ferrier,excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Benedictus","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Agnus Dei: Dona nobis pacem","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
Bata Rhythm,Various Artists,excitement
"Te Deum in C, Hob.XXIIIc:2: Te ergo quaesumus. Adagio","Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Te Deum in C, Hob.XXIIIc:2: Te Deum laudamus. Allegro","Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Agnus Dei: Agnus Dei qui tollis","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Sanctus","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Gloria: Qui tollis","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
"Missa in angustiis, ""Nelson Mass"", Hob. XXII:11 in D Minor: Kyrie","Carolyn Watkinson, David Wilson-Johnson, Felicity Lott, Maldwyn Davies, Nicholas Parle, The English Concert, The English Concert Choir & Trevor Pinnock",excitement
Beach Party,Air France,joy
(star),Boredoms,joy
Out There,Studio,calm
Saffron Revolution,Fennesz,joy
Burning the City,Bark Psychosis,joy
Dog,Zola Jesus,joy
Drifting Down Streams,Dead Meadow,sadness
All Over Now,The Cranberries,joy
Bye Bye Pride,The Go-Betweens,joy
Girl + Robot,Vector Lovers,reflective
Then She Appeared,XTC,joy
Shine,For Against,joy
All Myself,Au,sadness
Stoned Again,Evangelicals,joy
Whisper,Windy & Carl,reflective
Uluwati,John Zorn,joy
Mission Bells,Armistice,joy
One Love,Pat Benatar,joy
Lust For Life,Vikter Duplaix,joy
MAKER,The Hollies,joy
Untitled #1,The Koolaid Electric Company,calm
On a Frontier of Wires,William Basinski,calm
You,Windy & Carl,joy
Give It Up,Hothouse Flowers,joy
Diamond Sun,Glass Tiger,joy
See How We Are,X,joy
the terrace,Linus Loves,joy
Crazy in the Night (Barking at Airplanes),Kim Carnes,joy
Welcome to the Moog Brothers,Klaus Schulze,joy
Axe Victim,Be Bop Deluxe,joy
Try It,The Hollies,sadness
Sundive,ISHQ,reflective
Siste stripe av sol spriker mot ein sytung himmel,Svarte Greiner,calm
Soft Dawn,Brian Eno,reflective
If It Makes You,BoDeans,joy
City in flames pt2,Tim Hecker,reflective
In the Air,cokiyu,reflective
Part I No. 4,The Bird Ensemble,joy
Darling Effect,Insides,neutral
Silent Night,William Basinski,joy
Yellow,A Sunny Day In Glasgow,calm
Litany IV,John Zorn,joy
Down,A.R. Kane,reflective
Set Sail,Disco Inferno,joy
Try a Balloon,Opiate,joy
Cold Heart,The Jasmine Minks,joy
Color Of Feels,Kaito,joy
Natural,Stakka Bo,joy
old tape,Daisuke Miyatani,joy
A Ride in the Centrifuge,Kill Sadie,reflective
Big Money,Rush,joy
718 suite: Part2,Kplecraft,joy
Y.T.T.E. (Yield To Total Elation),Matmos,joy
In our time,Skyphone,joy
Oh Missy (In Flagranti's Xenon Mix),Woolfy,joy
Drinking Time,The Durutti Column,reflective
Lizard Point (2004 Digital Remaster),Brian Eno,neutral
Wässer,Inoyama Land,joy
Got Apprehension,Close Lobsters,joy
No More Hurt,The Durutti Column,reflective
Sugar Crystals (feat. Ulrich Schnauss),Airiel,joy
Cool Water,Ass,joy
Heartsick On The Open Sea,The Autumns,joy
Frugal,Xeltrei,joy
Rites of Man,Spirit of the West,joy
Pearl,Startle The Heavens,calm
Beverly Hills,The Kamikaze Hearts,neutral
Rip It Up (Intermediate Edit),Orange Juice,joy
Cold calm - Northcape,Northcape,joy
The Strangest Thought I Never Had,Cheval Sombre,reflective
So Low Now,Saddleback,joy
Fata Morgana,Nico,joy
New Town,Jandek,neutral
Pelican,Ocote Soul Sounds & Adrian Quesada,joy
Go On (Album),The Elected,joy
Waiting for Too Long,Ezio,joy
Hang Gliding,Maria Schneider Orchestra,joy
The Whole,The Lazily Spun,joy
Victory Day,Tom Cochrane,joy
Song for Dreaming,Judson Claiborne,joy
The Big Spree,Astral Social Club,joy
Father,Jack Davis and Crossbite,joy
Molinos,Paperboys,joy
Journey Home,Maria Schneider Orchestra,joy
Angel Petrina Bell,Richard Youngs,joy
Allégresse,Maria Schneider Orchestra,joy
Machine,Replikants,joy
Adult,John Foxx / Harold Budd,joy
What Do You Mean,Vic Chesnutt,calm
Last Season,Maria Schneider Orchestra,joy
Only A Grebo,Sudden Sway,joy
Gumba Blue,Maria Schneider Orchestra,joy
Wyrgly,Maria Schneider Orchestra,joy
Dance You Monster to My Soft Song,Maria Schneider Orchestra,neutral
Evanescence,Maria Schneider Orchestra,reflective
Angels In The End,The Good Sons,joy
Green Piece,Maria Schneider Orchestra,joy
Cruel Summer (Long Version),Bananarama,joy
My Lament,Maria Schneider Orchestra,reflective
A Village of Silver,Ben Barden,joy
Gush,Maria Schneider Orchestra,joy
Rhi and Ceremony – Inside the Temple,William Susman,joy
Lullaby,Shovelbearer,reflective
Don't It Leave You Lonely,Pale Hollow,joy
Dream Narrator,Shovelbearer,reflective
"When We Parted, My Heart Wanted to die",Leyland Kirby,joy
El Viento,Maria Schneider Orchestra,joy
How To Make A Heart (demo),Bright Light Bright Light,joy
Waxwing,Maria Schneider Orchestra,joy
Ghost Emissary,Shovelbearer,calm
Astoria,Lemon Drop Kid,joy
flares pt_2,port-royal,joy
Coming About,Maria Schneider Orchestra,joy
Innocence,Hang on St. Christopher,joy
Afterlight,Broken Ideology,reflective
Anais No. 3,Mahogany,joy
222,Kiss Kate,calm
Black And Blue,Broken Ideology,sadness
Bluer Than Black,Broken Ideology,neutral
Rainy Brines (Titelmusik),Broken Ideology,joy
Blacker Than Blue,Broken Ideology,neutral
Forbidden Colours  (Vocals: David Sylvian),Ryuichi Sakamoto,joy
Bit Torrent,Boom Bass & Etienne de Crécy,joy
You've Been Gone lLonger Than I Knew You,Adam Pacione,joy
Trapped Under Ice,Call & Response,calm
Arrival; Metropolis,Vector Lovers,calm
Soda,Azealia Banks,reflective
Matter Vs. Space,Beulah,neutral
Bridge,Page France,reflective
I'm Lost Without You Here,Rocketship,neutral
Hump from Bending,The Hidden Cameras,sadness
Silhouettes,The Ronettes,reflective
Miss Candy Twist,Dolly Mixture,sadness
Siapese,Nebulo,sadness
Un petit baiser,Gillian Hills,reflective
Follow the Sun,Triple J,sadness
Toytown,Hixxy & Sharkey,sadness
Beat on Ice,Milla Jovovich,sadness
Still the One,United in Dance,sadness
Gift,ポルノグラフィティ,joy
Really Love You,Dougal & Mickey Skeedale,sadness
Be Happy,Ham,sadness
Twinkle and Shine,Doris Day,reflective
We're Not Lonely....BUT We Miss You,Silverchair,reflective
key turn,Wisp,sadness
On And On,Maria Kizirian,neutral
Fly,Nikita Lumet,reflective
Fidelity,Regina Spektor,joy
With You,Chris Brown,joy
Thinking About You,Radiohead,reflective
I Will,The Beatles,joy
The Way I Am,Ingrid Michaelson,joy
Brandy Alexander,Feist,calm
Your Song,Ellie Goulding,joy
Hysteric,Yeah Yeah Yeahs,joy
Who'd Have Known,Lily Allen,joy
Why Do You Let Me Stay Here?,She & Him,joy
Tenerife Sea,Ed Sheeran,calm
Down By The Water,The Drums,calm
After Hours,The Velvet Underground,calm
Hero/Heroine,Boys Like Girls,excitement
Ballroom Blitz,Sweet,joy
Cupid,Jack Johnson,calm
Adore You,Miley Cyrus,joy
Apartment,Young the Giant,joy
Just Say Yes,Snow Patrol,joy
The Start of Something,Voxtrot,joy
Sleeping Ute,Grizzly Bear,excitement
Fortunate Fool,Jack Johnson,calm
Hey Stephen,Taylor Swift,excitement
Ain't Nobody (Loves Me Better),Felix Jaehn,excitement
Sentimental Heart,She & Him,calm
Sprout and the Bean,Joanna Newsom,calm
Katherine Kiss Me,Franz Ferdinand,calm
Laura,Girls,joy
Be Still My Heart,The Postal Service,joy
Don't Forget,Demi Lovato,joy
Window Blues,Band of Horses,reflective
Dress Up in You,Belle and Sebastian,joy
Tropicana,Ratatat,joy
Back at Your Door,Maroon 5,joy
Talking Backwards,Real Estate,joy
Imagine,Ariana Grande,joy
Enchanted,Taylor Swift,excitement
Not a Bad Thing,Justin Timberlake,joy
Gotta Have You,The Weepies,calm
1998,Chet Faker,joy
Feelings Show,Colbie Caillat,joy
Fox on the Run,Sweet,joy
This Is Not a Test,She & Him,joy
House of Gold,Twenty One Pilots,joy
I Got,Young the Giant,calm
Mango Tree,Angus & Julia Stone,joy
Show Me What I'm Looking For,Carolina Liar,joy
Blue Beard,Band of Horses,reflective
Let's Get Out of This Country,Camera Obscura,joy
Paris 2004,Peter Bjorn and John,calm
You Are My Sister,Antony and the Johnsons,reflective
The Next Time Around,Little Joy,joy
Make a Plan to Love Me,Bright Eyes,joy
Tears For Affairs,Camera Obscura,calm
Sweet Road,Animal Collective,joy
Get Ready,Sublime,reflective
Kiss and Make Up,Dua Lipa,joy
Downtown,Tegan and Sara,joy
Heartbeat,Annie,joy
Of Angels and Angles,The Decemberists,calm
Who You Love,John Mayer,excitement
Honey Bunny,Girls,joy
I'd Rather Be with You,Joshua Radin,calm
Mornington Crescent,Belle and Sebastian,calm
Love for Granted,Phoenix,calm
The Way I Feel Inside,The Zombies,joy
To Binge,Gorillaz,calm
I Want to Know Your Plans,Say Anything,joy
Arms,Christina Perri,joy
I Won't Share You,The Smiths,joy
Lord Anthony,Belle and Sebastian,calm
Older,Band of Horses,calm
Adult Diversion,Alvvays,joy
Lovebug,Jonas Brothers,joy
Holding Someone's Hair Back,Circa Survive,reflective
Ev'ry Time We Say Goodbye,Ella Fitzgerald,joy
Sam Malone,City and Colour,joy
Tekno Love Song,CocoRosie,joy
True Affection,The Blow,calm
Come Back Margaret,Camera Obscura,joy
Dreamer,Isbells,calm
The Drying of the Lawns,The Tallest Man on Earth,joy
For You I Will (Confidence),Teddy Geiger,joy
Take It In,Hot Chip,joy
Sad Song,Au Revoir Simone,reflective
Beautiful Boy (Darling Boy),John Lennon,joy
Dory Previn,Camera Obscura,reflective
Sweetener,Ariana Grande,joy
Your Arms Around Me,Jens Lekman,joy
I've Got This Friend,The Civil Wars,calm
Put Your Head on My Shoulder,Paul Anka,joy
Start the Shooting,A Day to Remember,joy
Moonlight,Ariana Grande,joy
Earthquake,The Used,joy
Just a Feeling,Maroon 5,joy
When U Love Somebody,Fruit Bats,joy
Don't Look Back,She & Him,joy
Like A Call,Architecture in Helsinki,calm
All About You,McFly,joy
Call It What You Want,Taylor Swift,joy
What I Wouldn't Do,A Fine Frenzy,excitement
I'm So Tired,Fugazi,neutral
Bloom,Troye Sivan,joy
Baby I,Ariana Grande,excitement
I Can't Lie,Maroon 5,joy
The Way You'd Love Her,Mac DeMarco,joy
Climbing Walls,Strange Talk,joy
My Little Corner of the World,Yo La Tengo,joy
Secret,The Pierces,joy
Cha-Ching (Till We Grow Older),Imagine Dragons,joy
You Have Been Loved,Sia,joy
Butterscotch,CocoRosie,joy
Gonna Get Along Without You Now,She & Him,calm
Walk on Water or Drown,Mayday Parade,excitement
Coming Up Easy,Paolo Nutini,calm
Soft Shock (acoustic),Yeah Yeah Yeahs,joy
The Hazards of Love 2 (Wager All),The Decemberists,joy
Love Is Hard,James Morrison,joy
Suspended From Class,Camera Obscura,calm
Keep You,Wild Belle,joy
The Harold Song,Ke$ha,joy
Song for Myla Goldberg,The Decemberists,joy
Take It from Me,The Weepies,calm
Sundress,Ben Kweller,joy
Ten Feet Tall,Afrojack,joy
It's Almost a Trap,Architecture in Helsinki,calm
Melody,Blonde Redhead,reflective
Home,She & Him,joy
Make You Mine,Donavon Frankenreiter,calm
I'm In Love With A Girl,Big Star,calm
How Long Will I Love You,Ellie Goulding,joy
"Eight Flew Over, One Was Destroyed",Mew,reflective
Sweet,Lamb,joy
Alone,Marshmello,excitement
I'll Catch You,The Get Up Kids,reflective
Smile,Uncle Kracker,joy
I'm Gonna Make It Better,She & Him,joy
Satellite Heart,Anya Marina,reflective
Sing,She & Him,joy
Butterflies,Kacey Musgraves,joy
Sea Of Teeth,Sparklehorse,calm
Theme,Jon Brion,reflective
If You Can't Sleep,She & Him,calm
'Til Kingdom Come,Coldplay,calm
Army Corps of Architects,Death Cab for Cutie,reflective
Lost Kitten,Metric,joy
An Eluardian Instance,of Montreal,joy
Glory,Radical Face,joy
Bright Young Thing,"Albert Hammond, Jr.",calm
Heaven,Live,joy
Back to You,Coconut Records,excitement
Robotboy,Robyn,joy
Just So,Agnes Obel,calm
Your Winter,Sister Hazel,reflective
Cannibal Queen,Miniature Tigers,joy
Crazier,Taylor Swift,joy
Too Dramatic,Ra Ra Riot,joy
Trading Air,Athlete,reflective
Shiver,Motion City Soundtrack,reflective
Take My Hand,The Cab,excitement
Where You've Been Hiding,Architecture in Helsinki,joy
Truth,Bloc Party,joy
Ramona,Beck,joy
Fine Young Cannibals,Wolf Parade,joy
I'm In Peace,Justin Nozuka,joy
Sweet and Low,Augustana,joy
Wrecking Hotel Rooms,MxPx,excitement
Take Me With U,Prince,joy
Maddening Cloud,Blonde Redhead,reflective
Emily Jean Stock,Clap Your Hands Say Yeah,excitement
Bottom of the Ocean,Miley Cyrus,neutral
Smoke Detector,Rilo Kiley,joy
Harmony One,Four Tet,calm
Brightest,Copeland,joy
Give A Little Love,Rilo Kiley,joy
I Luv the Valley OH!,Xiu Xiu,excitement
Babydoll,The Fratellis,joy
Man of the Hour,Norah Jones,reflective
You're the Good Things,Modest Mouse,excitement
Hopeless,Train,reflective
Hussel (feat. Afrikan Boy),M.I.A.,reflective
Love Natural,Crystal Fighters,excitement
chinese new year,SALES,joy
Wild Eyed Boy From Freecloud,David Bowie,reflective
Strong,One Direction,excitement
Let Me Go Home,Camera Obscura,joy
Don't Be Scared,Andrew Bird,reflective
Just Me Before We Met,Noah and the Whale,calm
No One's Better Sake,Little Joy,excitement
Missin You,Trey Songz,joy
Miner,No Age,joy
Don't Worry About It,N*E*R*D,calm
The Way I Loved You,Selena Gomez & the Scene,joy
Never Be Alone,Shawn Mendes,joy
Toy Boy,Mika,joy
Grow Old With Me,The Postal Service,calm
Savannah Smiles,Okkervil River,reflective
Love Remains The Same,Gavin Rossdale,joy
Brightly Wound,Eisley,joy
Human Racing,St. Vincent,joy
Your Legs Grow,Nada Surf,calm
Can't Stand It,Never Shout Never,joy
We Gathered In Spring,Midlake,calm
Memory of a Free Festival,David Bowie,reflective
Brother,Tycho,joy
Goodnight Laura,Spoon,sadness
All I Need,Christina Aguilera,joy
First Love,宇多田ヒカル,joy
One More Addiction,Natalie Imbruglia,excitement
Sweedeedee,Cat Power,reflective
"Almost There, Going Nowhere",The Starting Line,excitement
Souverian,Andrew Bird,reflective
Landmines,St. Vincent,reflective
Shine Like Stars,Primal Scream,reflective
The Minstrel's Prayer,Cartel,joy
Yesterday Threw Everything At Me,Athlete,reflective
We Find Love,Daniel Caesar,calm
A Well Deserved Break,Morcheeba,calm
When I Go,Slow Club,joy
Right Now,One Direction,excitement
Great Divide,The Cardigans,reflective
Electro Man,Calvin Harris,joy
Daydreamin',Ariana Grande,joy
All I'm Losing Is Me,Saves the Day,excitement
Your Surrender,Neon Trees,calm
I Miss You Now,Stereophonics,reflective
Troubleman,Electric Guest,calm
Blockbuster,Sweet,joy
Breakout,N*E*R*D,reflective
Free,G. Love,calm
Hello Good Morning,Diddy - Dirty Money,excitement
Karma,Lloyd Banks,joy
Peggy-O,Simon & Garfunkel,joy
The One I Love,Rosie Thomas,calm
Later On,Kate Nash,joy
Sweet Feeling,Black Rebel Motorcycle Club,joy
