track,artist,track_clean,artist_clean,final_emotion
Magnificat (complete),Chamber Orchestra Perpetuum Mobile,magnificat complete,chamber orchestra perpetuum mobile,excitement
Domina,Faraualla,domina,faraualla,excitement
Dream Flight,Lisa Thiel,dream flight,lisa thiel,excitement
Conductus: O maria o felix puerpera,Anonymous 4,conductus o maria o felix puerpera,anonymous 4,excitement
Te lucis ante terminum (festal),Thomas Tallis,te lucis ante terminum festal,thomas tallis,excitement
Instrumentalt (Whistle Wind),Lisbeth Wennberg,instrumentalt whistle wind,lisbeth wennberg,joy
Sacred Praises,Brulé,sacred praises,brulé,excitement
Omnia Tempus Habent,Alexander Goldscheider,omnia tempus habent,alexander goldscheider,excitement
Audivi Vocem De Coelo,Thomas Tallis,audivi vocem de coelo,thomas tallis,excitement
Spasyeniye sodyelal (Salvation is Created),Slavyanka Men's Chorus,spasyeniye sodyelal salvation is created,slavyanka mens chorus,excitement
Hymn for the Dormition of the,John Tavener,hymn for the dormition of the,john tavener,excitement
For Me And My Gal [from For Me And My Gal],Judy Garland & Gene Kelly,for me and my gal from for me and my gal,judy garland gene kelly,excitement
O Filii et Filiae (O Sons and Daughters),"The Cathedral Singers, Richard Proulx (conductor)",o filii et filiae o sons and daughters,the cathedral singers richard proulx conductor,excitement
Resta qui con noi,Gen Rosso,resta qui con noi,gen rosso,excitement
Subterranean Vespers,Mantraman,subterranean vespers,mantraman,sadness
Duruflé : Requiem Op.9 : V Pie Jesu,Maurice Duruflé,duruflé requiem op9 v pie jesu,maurice duruflé,excitement
The Body Of Our Lord,Sofia Armenian Choir & Bedros Papazian,the body of our lord,sofia armenian choir bedros papazian,excitement
Mother and Child (extract),John Tavener,mother and child extract,john tavener,excitement
Diletsky: Praise The Name of the Lord,Estonian Philharmonic Chamber Choir,diletsky praise the name of the lord,estonian philharmonic chamber choir,excitement
"""Schau, lieber Gott, wie meine Feind"" BWV 153: Recitative (Alto): ""Mein liebster Gott""",Ton Koopman,schau lieber gott wie meine feind bwv 153 recitative alto mein liebster gott,ton koopman,excitement
The Lord's Holy Spirit,Sofia Armenian Choir & Bedros Papazian,the lords holy spirit,sofia armenian choir bedros papazian,excitement
Introit: Puer Natus Est Nobis,Thomas Tallis,introit puer natus est nobis,thomas tallis,excitement
Conscious,Lifeisround,conscious,lifeisround,joy
Afterlife/Judgement,John Bence,afterlifejudgement,john bence,excitement
"Coronation Mass in C Major, KV. 317: VI. Angus Dei","Berliner Philharmoniker, Igor Markevitch",coronation mass in c major kv 317 vi angus dei,berliner philharmoniker igor markevitch,excitement
Astakhar Shiva Mantra,Surajit Das,astakhar shiva mantra,surajit das,excitement
Ilahi (Hymn) In Makam Dugah,Various Artists,ilahi hymn in makam dugah,various artists,joy
Life is Sound,Lifeisround,life is sound,lifeisround,joy
Мокрая,Sandal,мокрая,sandal,excitement
'Tis So Sweet to Trust in Jesus,Pete Huttlinger,tis so sweet to trust in jesus,pete huttlinger,excitement
Gabriel's Message,The Choir of Southwark Cathedral,gabriels message,the choir of southwark cathedral,excitement
Omnes amici mei,Giacomo Antonio Perti,omnes amici mei,giacomo antonio perti,excitement
Kadosh (Rev. 4:8),Faith Massive,kadosh rev 48,faith massive,excitement
Art of Silence,Lifeisround,art of silence,lifeisround,joy
Through All the World Below,Ruth Barrett,through all the world below,ruth barrett,excitement
Alleluia: Per Te Dei Genitrix,Thomas Tallis,alleluia per te dei genitrix,thomas tallis,excitement
Round Dance Song 1,Gordon McGilvery,round dance song 1,gordon mcgilvery,excitement
The Sacred Honey Rice Crackers full,Klour & Nok,the sacred honey rice crackers full,klour nok,excitement
"Biber: Rosary Sonata 1 in D Minor, The Annunciation","Sand, Craig and Dornenburg",biber rosary sonata 1 in d minor the annunciation,sand craig and dornenburg,excitement
Psalm 23,Howard Goodall,psalm 23,howard goodall,joy
The New Life,Lifeisround,the new life,lifeisround,joy
Prologue: Chorus Of Exiled Jews (LP Version),John Adams,prologue chorus of exiled jews lp version,john adams,excitement
Grechaninov-To the Holy Virgin,Kyiv Chamber Choir,grechaninovto the holy virgin,kyiv chamber choir,excitement
Alleluia: Adorabo,Monks of the Abbey of Saint-Wandrille,alleluia adorabo,monks of the abbey of saintwandrille,excitement
Raghupati,The Third Planet,raghupati,the third planet,excitement
"Dedication Song to Nelson ""Coco"" Small Legs, Jr. (World)",Young Grey Horse Society,dedication song to nelson coco small legs jr world,young grey horse society,excitement
"Bach, JS : Cantata No.178 Wo Gott der Herr nicht bei uns hält BWV178 : I Chorus - ""Wo Gott der Herr nicht bei uns hält"" [Choir]",Nikolaus Harnoncourt,bach js cantata no178 wo gott der herr nicht bei uns hält bwv178 i chorus wo gott der herr nicht bei uns hält choir,nikolaus harnoncourt,excitement
Be Gentle,Lifeisround,be gentle,lifeisround,joy
Tibetan Chant,Namgyal Monks,tibetan chant,namgyal monks,excitement
How Firm a Foundation,Maddy Prior and the Carnival Band,how firm a foundation,maddy prior and the carnival band,excitement
"Mercy, Peace & Blessed Sacrifice",Sofia Armenian Choir & Bedros Papazian,mercy peace blessed sacrifice,sofia armenian choir bedros papazian,excitement
Find Your Self,Lifeisround,find your self,lifeisround,joy
Into Silence,Lifeisround,into silence,lifeisround,joy
All Creatures Of Our God And King,The Choir of St. Mary's Episcopal Cathedral,all creatures of our god and king,the choir of st marys episcopal cathedral,excitement
Tin Oreotita Tis Parthenias,Vangelis & Irene Papas,tin oreotita tis parthenias,vangelis irene papas,excitement
Ancient Sea,Reid DeFever,ancient sea,reid defever,excitement
Lo! He Comes With Clouds Descending,The Schola Cantorum of St. Peter's in the Loop,lo he comes with clouds descending,the schola cantorum of st peters in the loop,excitement
Missa de Batalla: II. Gloria,La Capella Reial de Catalunya,missa de batalla ii gloria,la capella reial de catalunya,excitement
Abide with me,Libera/Robert Prizeman,abide with me,liberarobert prizeman,excitement
Pbro. José de Orejón y Aparicio - Counterpoint at 4 above Do Re Mi Fa Sol La: A la Concepción de Nuestra Señora,Cantoría de la Basílica de Nuestra Señora del Socorro,pbro josé de orejón y aparicio counterpoint at 4 above do re mi fa sol la a la concepción de nuestra señora,cantoría de la basílica de nuestra señora del socorro,excitement
Its True,Lifeisround,its true,lifeisround,joy
"Lotus Call, Pt. 1 (Vajra Guru Mantra)",Büdi Siebert,lotus call pt 1 vajra guru mantra,büdi siebert,excitement
Felix Namque (II),Thomas Tallis,felix namque ii,thomas tallis,excitement
Ferrabosco the Elder: Lamentations I,The Tallis Scholars,ferrabosco the elder lamentations i,the tallis scholars,excitement
Christ Has Come Among Us,Sofia Armenian Choir & Bedros Papazian,christ has come among us,sofia armenian choir bedros papazian,excitement
The Love,Lifeisround,the love,lifeisround,joy
Who is the  Great Lord - a) By,Ensemble Sreteniye,who is the great lord a by,ensemble sreteniye,excitement
"Gregorian Chant: Ave verum Corpus, Sequentia in Honorem SS. Sacramenti",Benedictine Monks of the Abbey of St. Maurice & St. Maur,gregorian chant ave verum corpus sequentia in honorem ss sacramenti,benedictine monks of the abbey of st maurice st maur,excitement
Bortniansky: I Lift Up My Eyes To The Mountains (Concerto No. 24),Estonian Philharmonic Chamber Choir,bortniansky i lift up my eyes to the mountains concerto no 24,estonian philharmonic chamber choir,excitement
Easter Sequence (Victimae Paschali Laudes - Gregorian Chant),The Cambridge Singers,easter sequence victimae paschali laudes gregorian chant,the cambridge singers,excitement
In Space,Lifeisround,in space,lifeisround,joy
O Holy Jesus,The Cathedral Singers,o holy jesus,the cathedral singers,excitement
Love is Little,FiddleSticks with Lisa Arrington,love is little,fiddlesticks with lisa arrington,excitement
ARTPOP (iTunes Festival Studio Version),Lady Gaga,artpop itunes festival studio version,lady gaga,excitement
Tantum ergo,Corou de Berra,tantum ergo,corou de berra,excitement
Instrumentalt (Back To Paradise),Lisbeth Wennberg,instrumentalt back to paradise,lisbeth wennberg,joy
De Wiehnachtsbackerie,Christmazz,de wiehnachtsbackerie,christmazz,excitement
O salutaris hostia (Andrea Gabrieli),Chanticleer,o salutaris hostia andrea gabrieli,chanticleer,excitement
Psalm 13 - A Prayer,Joel David Brandon,psalm 13 a prayer,joel david brandon,sadness
Love Life,Lifeisround,love life,lifeisround,joy
Maps (Michael Mayer And Tobias Thomas Mix),Ada,maps michael mayer and tobias thomas mix,ada,excitement
"Praise ye the Lord, ye children",Christopher Tye,praise ye the lord ye children,christopher tye,excitement
Intertribal,Whitefish Bay Singers,intertribal,whitefish bay singers,excitement
"Glory To You, Lord",Sofia Armenian Choir & Bedros Papazian,glory to you lord,sofia armenian choir bedros papazian,excitement
Organic,Lifeisround,organic,lifeisround,joy
Una Hora - Responsorio (Modo VII) (1999 Digital Remaster),Coro De Monjes Del Monasterio De Silos,una hora responsorio modo vii 1999 digital remaster,coro de monjes del monasterio de silos,excitement
Creation Sings,Steve Pettit Evangelistic Team,creation sings,steve pettit evangelistic team,excitement
"Icaro to Connect With the Earth, Sky and Water Spirits",Don Pedro Guerra Gonzales,icaro to connect with the earth sky and water spirits,don pedro guerra gonzales,excitement
Pure and Simple,Lifeisround,pure and simple,lifeisround,joy
Duo: Stabat Mater dolorosa,Giovanni Battista Pergolesi,duo stabat mater dolorosa,giovanni battista pergolesi,excitement
Из Молбеног Канона Пресветоj Богородици,Divna Ljubojevic,из молбеног канона пресветоj богородици,divna ljubojevic,excitement
Duo: O quam tristis et afflicta,Giovanni Battista Pergolesi,duo o quam tristis et afflicta,giovanni battista pergolesi,excitement
One Divine,Shimshai & the Natural MystiquEnsemble,one divine,shimshai the natural mystiquensemble,excitement
"Toccata, Adagio, and Fugue for organ in C major, BWV 564",Johann Sebastian Bach,toccata adagio and fugue for organ in c major bwv 564,johann sebastian bach,excitement
Auditui meo (Soprano),Giuseppe Sarti,auditui meo soprano,giuseppe sarti,excitement
When I Survey the Wondrous Cross / Jesus Paid it All / I Surrender All,Janice Faber,when i survey the wondrous cross jesus paid it all i surrender all,janice faber,joy
"Bach, JS : Cantata No.198 Lass, Fürstin, lass noch einen Strahl BWV198 : II Recitative - ""Dein Sachsen, dein bestürztes Meissen"" [Boy Soprano]",Gustav Leonhardt,bach js cantata no198 lass fürstin lass noch einen strahl bwv198 ii recitative dein sachsen dein bestürztes meissen boy soprano,gustav leonhardt,excitement
Spiritual Dialogue (Amen For Your Soul),Sofia Armenian Choir & Bedros Papazian,spiritual dialogue amen for your soul,sofia armenian choir bedros papazian,excitement
Ring Christmas Bells,Ardyth & Jennifer,ring christmas bells,ardyth jennifer,excitement
Venite Popoli Lodate (Salmo 66),Scott Pfitzinger,venite popoli lodate salmo 66,scott pfitzinger,excitement
Star In the East,The Rose Ensemble,star in the east,the rose ensemble,joy
"Duo: Fac, ut ardeat cor meum",Giovanni Battista Pergolesi,duo fac ut ardeat cor meum,giovanni battista pergolesi,excitement
Panis angelicus,Juan Diego Flórez,panis angelicus,juan diego flórez,excitement
Now Thank We All Our God,Johann Crüger,now thank we all our god,johann crüger,excitement
Which Was The Son Of ...,Arvo Pärt,which was the son of ,arvo pärt,excitement
Iqbalni l yawm (Reçois moi Seigneur - Receive me ô Lord),Soeur Marie Keyrouz,iqbalni l yawm reçois moi seigneur receive me ô lord,soeur marie keyrouz,excitement
"Sallalahu Ala Muhammed (Yunus Emre (Ilahileri), Turkey, 13th Century)",Oni Wytars Ensemble,sallalahu ala muhammed yunus emre ilahileri turkey 13th century,oni wytars ensemble,excitement
Ambee Dagheets,Dragonsfly,ambee dagheets,dragonsfly,joy
Arikara Song,Mandaree,arikara song,mandaree,excitement
Es geht daher des Tages Schein,Petr Eben,es geht daher des tages schein,petr eben,excitement
Missa Euge bone: II. Credo,Christopher Tye,missa euge bone ii credo,christopher tye,excitement
For Unto Us A Child,Georg Friedrich Händel,for unto us a child,georg friedrich händel,excitement
Les Corps glorieux: Force et agilite des corps glorieux,Olivier Messiaen,les corps glorieux force et agilite des corps glorieux,olivier messiaen,excitement
Be thou my vision,John Rutter and the Cambridge Singers,be thou my vision,john rutter and the cambridge singers,excitement
Motet: Sicut Cervus,Giovanni Pierluigi da Palestrina,motet sicut cervus,giovanni pierluigi da palestrina,joy
Motet: Sicut Cervus,Giovanni Pierluigi da Palestrina,motet sicut cervus,giovanni pierluigi da palestrina,excitement
Ethan's Dreams,Regina Hexaphone,ethans dreams,regina hexaphone,calm
Santo... Nana,María Sabina,santo nana,maría sabina,excitement
Holy House Mix,Suzanne Sterling,holy house mix,suzanne sterling,excitement
Missa L'homme armé: Credo,Guillaume Dufay,missa lhomme armé credo,guillaume dufay,excitement
Vidi turbam magnam - Kyrie,Gregorio Allegri,vidi turbam magnam kyrie,gregorio allegri,excitement
Sun-daze,Lifeisround,sundaze,lifeisround,joy
"Evening hymn, ""O joyful light""",William Henry Harris,evening hymn o joyful light,william henry harris,excitement
I Have Dreamed (The King And I),Matt Monro,i have dreamed the king and i,matt monro,excitement
O Holy One,Suzanne Sterling,o holy one,suzanne sterling,excitement
Dreams (World),Tiinesha Begaye,dreams world,tiinesha begaye,excitement
Via Dolorosa,Alma,via dolorosa,alma,excitement
"Ah, holy, Jesu, how thou hast offended",Choir of the Abbey School Tewkesbury,ah holy jesu how thou hast offended,choir of the abbey school tewkesbury,excitement
Totus tuus Op. 60 (1987),Henryk Górecki,totus tuus op 60 1987,henryk górecki,excitement
"Oh Haupt voll Blut und Wunden; Oh sacred head, now wounded",Markus Burger & Jan von Klewitz,oh haupt voll blut und wunden oh sacred head now wounded,markus burger jan von klewitz,excitement
"Handel: Rodelinda / Act 1 - ""Art thou troubled?""",Kathleen Ferrier,handel rodelinda act 1 art thou troubled,kathleen ferrier,excitement
Buffalo Moon,Mato Grosso / Soul Eternity,buffalo moon,mato grosso soul eternity,excitement
Brumel: Missa Et ecce terrae motus: Agnus Dei,The Tallis Scholars,brumel missa et ecce terrae motus agnus dei,the tallis scholars,excitement
FOUNDATION (How Firm a Foundation),Bobby Fisher,foundation how firm a foundation,bobby fisher,excitement
Se Meu Povo (live),Coral Agnus Dei,se meu povo live,coral agnus dei,excitement
Sequentia 'Veni Sancte Spiritus' (Missa in Dominicia Pentecostes),Schola Cantorum of Amsterdam Students,sequentia veni sancte spiritus missa in dominicia pentecostes,schola cantorum of amsterdam students,excitement
Adeste Fidelis,Juan Diego Flórez,adeste fidelis,juan diego flórez,excitement
Judea,The Rose Ensemble,judea,the rose ensemble,excitement
"HYFRYDOL (Alleluia, Sing to Jesus)",Bobby Fisher,hyfrydol alleluia sing to jesus,bobby fisher,excitement
Organ,greenwelter,organ,greenwelter,reflective
Viene il Signore,Marco Frisina,viene il signore,marco frisina,excitement
Herald Angels,The Rose Ensemble,herald angels,the rose ensemble,excitement
"Gloria, for 3 solo voices, chorus, trumpet, oboe, violin (ad lib), 2 violas, 2 cellos, strings & continuo in D major, RV 589",Nicholas Ward,gloria for 3 solo voices chorus trumpet oboe violin ad lib 2 violas 2 cellos strings continuo in d major rv 589,nicholas ward,excitement
Jesus The Light Of The World,The Rose Ensemble,jesus the light of the world,the rose ensemble,excitement
Spaced,Lifeisround,spaced,lifeisround,joy
