track,artist,track_clean,artist_clean,final_emotion
The Clothesline And The Silver Birch,Bibio,the clothesline and the silver birch,bibio,fear
6am Sedna,Lostep,am sedna,lostep,fear
Creepy,Milosh,creepy,milosh,fear
II. Cordes a vide,György Ligeti,ii cordes a vide,györgy ligeti,fear
A Fool Persists,Infinite Body,a fool persists,infinite body,fear
"All Gone, All Gone",Molina & Johnson,all gone all gone,molina johnson,fear
Diner,Angelo Badalamenti,diner,angelo badalamenti,fear
Helpless,Hilmar Örn Hilmarsson & Sigur Rós,helpless,hilmar örn hilmarsson sigur rós,fear
Rocker Switch,Benny Page,rocker switch,benny page,fear
The Indestructible Drop,Secret Chiefs 3,the indestructible drop,secret chiefs 3,fear
Ashes Is White,Pocahaunted,ashes is white,pocahaunted,fear
Rotting Flesh Bags,Luke Vibert,rotting flesh bags,luke vibert,fear
Gathered Years,Brightblack Morning Light,gathered years,brightblack morning light,fear
In Search of the Divine,Arcana,in search of the divine,arcana,fear
Astral Dustbin Dirge,Nurse With Wound,astral dustbin dirge,nurse with wound,fear
Sorriso,志方あきこ,sorriso,志方あきこ,fear
Tabula Rasa,Nils Petter Molvær,tabula rasa,nils petter molvær,fear
Nosferatu (feat. Mr Lif),DJ Krush,nosferatu feat mr lif,dj krush,fear
On The Map,Peter Gabriel,on the map,peter gabriel,fear
Kopfstand,Golden Boy with Miss Kittin,kopfstand,golden boy with miss kittin,fear
My Time,Ohama,my time,ohama,fear
I Am Watching You,Noisuf-X,i am watching you,noisufx,fear
Easy on the Bones,Svarte Greiner,easy on the bones,svarte greiner,fear
Invocation,Boyd Rice and Friends,invocation,boyd rice and friends,fear
Krolok,:Wumpscut:,krolok,wumpscut,fear
Further Harm,The Black Dog,further harm,the black dog,fear
Sonata XI,John Cage,sonata xi,john cage,fear
Low Rider,Dirty Beaches,low rider,dirty beaches,fear
The Dog Beneath the Skin,Matt Elliott,the dog beneath the skin,matt elliott,fear
Houdini,Jega,houdini,jega,fear
Coracoid Process,Kangding Ray,coracoid process,kangding ray,fear
One Day At a Time,Kelli Ali,one day at a time,kelli ali,fear
Waking Up,Piano Magic,waking up,piano magic,fear
Sorbet aux ongles,Igorrr,sorbet aux ongles,igorrr,fear
Kirlian Photograph,Cabaret Voltaire,kirlian photograph,cabaret voltaire,fear
The other side in blood (SE),Moi dix Mois,the other side in blood se,moi dix mois,fear
His Prescription... Pain,Robert Rodriguez,his prescription pain,robert rodriguez,fear
Astronauts,Cranes,astronauts,cranes,fear
When Beads Spell Power Leaf,Brightblack Morning Light,when beads spell power leaf,brightblack morning light,fear
Casual Friday,Black Leotard Front,casual friday,black leotard front,fear
Ghost in the fire,KingBathmat,ghost in the fire,kingbathmat,fear
A Different Kind Of Function,Hangedup,a different kind of function,hangedup,fear
A Pleasure Without End,Amduscia,a pleasure without end,amduscia,fear
Stealing The Children,Peter Gabriel,stealing the children,peter gabriel,fear
Challenger,Burning Star Core,challenger,burning star core,fear
Lord Of The Reedy River,Kate Bush,lord of the reedy river,kate bush,fear
Assault on Precinct 13 (Main Title),John Carpenter,assault on precinct 13 main title,john carpenter,fear
Callate El Hocico,Hocico,callate el hocico,hocico,fear
Aurora,Amber Asylum,aurora,amber asylum,fear
Switch of the Sun in You,Tujiko Noriko,switch of the sun in you,tujiko noriko,fear
Tama,坂本龍一,tama,坂本龍一,fear
"Symphony of the Living Dead, Part II",Zombie Girl,symphony of the living dead part ii,zombie girl,fear
Zn Zero,Plaid,zn zero,plaid,fear
Hopewell (Devil),Huerco S.,hopewell devil,huerco s,fear
You Sail On,Rivulets,you sail on,rivulets,fear
<<<F△i†H>>,✝ DE△D VIRGIN ✝,fih, ded virgin ,fear
Haunted Nursery,Midnight Syndicate,haunted nursery,midnight syndicate,fear
Access Codes,Phlogiston,access codes,phlogiston,fear
Beneath Bricks and Books,Arms and Sleepers,beneath bricks and books,arms and sleepers,fear
The Visage Of Evil,Amduscia,the visage of evil,amduscia,fear
Halloween (Misfits Cover),AFI,halloween misfits cover,afi,fear
Slinky,Thomas Fehlmann,slinky,thomas fehlmann,fear
Church Is On Fire,Rebecca & Fiona,church is on fire,rebecca fiona,fear
Escalation,Coil,escalation,coil,fear
Distraught Desmond,Michael Giacchino,distraught desmond,michael giacchino,fear
Saducismus Triumphatus,In Slaughter Natives,saducismus triumphatus,in slaughter natives,fear
It is new Undestanding,Metricks & Rakur,it is new undestanding,metricks rakur,fear
A Journey In The Dark,Bo Hansson,a journey in the dark,bo hansson,fear
Lunchbox,Marilyn Manson & The Spooky Kids,lunchbox,marilyn manson the spooky kids,fear
Le lapin blanc,A7IE,le lapin blanc,a7ie,fear
"michael, i will meet you at the end of time",Inca Ore,michael i will meet you at the end of time,inca ore,fear
TATTOO - Tricky,Tricky,tattoo tricky,tricky,fear
Make Love to You,The Stills-Young Band,make love to you,the stillsyoung band,fear
Candyman Featuring Franck Blac,DJ Cam,candyman featuring franck blac,dj cam,fear
what does your soul like? (part 2),DJ Shadow,what does your soul like part 2,dj shadow,fear
Ork alarm,Magma,ork alarm,magma,fear
St. James Infirmary (Album Version),Isobel Campbell & Mark Lanegan,st james infirmary album version,isobel campbell mark lanegan,fear
Spirits,Jackie-O Motherfucker,spirits,jackieo motherfucker,fear
Winter Solstice,Ampop,winter solstice,ampop,fear
Ghosts on Magnetic Tape III,Bass Communion,ghosts on magnetic tape iii,bass communion,fear
Spooky Boogie,Gentle Giant,spooky boogie,gentle giant,fear
Entry of the Crims,King Crimson,entry of the crims,king crimson,fear
Eko Of The Past,Michael Giacchino,eko of the past,michael giacchino,fear
Halloween Spooks,"Lambert, Hendricks & Ross",halloween spooks,lambert hendricks ross,fear
Hayaletler,DANdadaDAN,hayaletler,dandadadan,fear
Merry Go Round,The Candy Spooky Theater,merry go round,the candy spooky theater,fear
Mörker genom tomrum,Library Tapes,mörker genom tomrum,library tapes,fear
Alice,Psychic TV,alice,psychic tv,fear
Orbits,Brand X,orbits,brand x,fear
The Ghoultimate Duo,Ulver,the ghoultimate duo,ulver,fear
Evil Inside,Agonoize,evil inside,agonoize,fear
No One Here Gets Out Alive,Alien Vampires,no one here gets out alive,alien vampires,fear
X-Files Theme,Mark Snow,xfiles theme,mark snow,fear
The House on the Borderland,Electric Wizard,the house on the borderland,electric wizard,fear
I Wanna Know (The Pit and the Pendulum),Lou Reed,i wanna know the pit and the pendulum,lou reed,fear
The Sound of a Finished Kiss,The Remote Viewer,the sound of a finished kiss,the remote viewer,fear
Coma (Ki:Theory remix),Sasha,coma kitheory remix,sasha,fear
"Arrival, A Rival",Rykarda Parasol,arrival a rival,rykarda parasol,fear
Gold Dust Afternoon,The Gentleman Losers,gold dust afternoon,the gentleman losers,fear
Saturday Evening,Tomasz Bednarczyk,saturday evening,tomasz bednarczyk,fear
07,Panda Bear,,panda bear,fear
trip#2,Klever,trip2,klever,fear
Lolita,Meret Becker,lolita,meret becker,fear
Da Dum,Cloud Cult,da dum,cloud cult,fear
Anthem (Antediluvian Adaptation),Christian Scott,anthem antediluvian adaptation,christian scott,fear
Deae Noctis,Elane,deae noctis,elane,fear
Dub Addiction,Spooky,dub addiction,spooky,fear
Kindergarden,And One,kindergarden,and one,fear
Calabi Yau Manifold,Dopplereffekt,calabi yau manifold,dopplereffekt,fear
Prophecy (raining blood remix by First Black Pope),Unter Null,prophecy raining blood remix by first black pope,unter null,fear
electron gate,Zoviet France,electron gate,zoviet france,fear
Music Box (From Candyman),Philip Glass,music box from candyman,philip glass,fear
In Vienna,Moondog,in vienna,moondog,fear
TRICK or TREAT,The Candy Spooky Theater,trick or treat,the candy spooky theater,fear
City Of Museums,Sandro Perri,city of museums,sandro perri,fear
Falling Curtain,Deadchovsky,falling curtain,deadchovsky,fear
Hyperelliptic Surfaces,Dopplereffekt,hyperelliptic surfaces,dopplereffekt,fear
Slow Motion People,Alias,slow motion people,alias,fear
Firebrand,Van der Graaf Generator,firebrand,van der graaf generator,fear
G-Force,King Geedorah,gforce,king geedorah,fear
Too Young To Die,Daniel Johnston,too young to die,daniel johnston,fear
Into The Woods,Evangelicals,into the woods,evangelicals,fear
I.N.R.I. (In Necro Reality Interactive),T3CHN0PH0B1A,inri in necro reality interactive,t3chn0ph0b1a,fear
Mók,Hilmar Örn Hilmarsson,mók,hilmar örn hilmarsson,fear
St. Jarna,Depeche Mode,st jarna,depeche mode,fear
Murder Toy in the Closet,The Candy Spooky Theater,murder toy in the closet,the candy spooky theater,fear
"Another Song About Jesus, a Wedding Sheet, and a Bowie Knife",Jay Munly,another song about jesus a wedding sheet and a bowie knife,jay munly,fear
Fire Weather,Sutekh,fire weather,sutekh,fear
imaginary girl,David Lynch,imaginary girl,david lynch,fear
Anything That Helps,Bridge Underwater,anything that helps,bridge underwater,fear
Still Small Voice,Tuxedomoon,still small voice,tuxedomoon,fear
Oracion Nocturna,Hocico,oracion nocturna,hocico,fear
"At Night, Under Artificial Light",Ginormous,at night under artificial light,ginormous,fear
Kakonita (Deathprod Mix),Nils Petter Molvær,kakonita deathprod mix,nils petter molvær,fear
Aleida's Theme,The Ladybug Transistor,aleidas theme,the ladybug transistor,fear
∞∞,James Ferraro,,james ferraro,fear
Diktat (Savage Peace),Die Form,diktat savage peace,die form,fear
Cake and Sodomy,Marilyn Manson & The Spooky Kids,cake and sodomy,marilyn manson the spooky kids,fear
Compactification,Dopplereffekt,compactification,dopplereffekt,fear
Mahlah,John Zorn,mahlah,john zorn,fear
15 Minutes (Lights Out Edit),Psyche,minutes lights out edit,psyche,fear
Holomorpic n-0 Form,Dopplereffekt,holomorpic n0 form,dopplereffekt,fear
Buick to the Moon,Cyann & Ben,buick to the moon,cyann ben,fear
"Yo, Ho! (A Pirate's Life For Me)",Disney Characters,yo ho a pirates life for me,disney characters,fear
Séance,Snowman,séance,snowman,fear
Mirror Symmetry,Dopplereffekt,mirror symmetry,dopplereffekt,fear
Interlude,Witold Lutosławski,interlude,witold lutosławski,fear
Barred Spirals,Synaesthesia,barred spirals,synaesthesia,fear
G,The Amalgamation Of Soundz,g,the amalgamation of soundz,fear
Urban Aire,Afro Celts,urban aire,afro celts,fear
Escape City Scrapers,Mono in VCF,escape city scrapers,mono in vcf,fear
Wainwright,Antic Clay,wainwright,antic clay,fear
Non Vanishing Harmonic Spinor,Dopplereffekt,non vanishing harmonic spinor,dopplereffekt,fear
Dowry,Cepia,dowry,cepia,fear
felt tip hip kids,Love Is All,felt tip hip kids,love is all,fear
Temps partiel,Montag,temps partiel,montag,fear
Square Four,Buck 65,square four,buck 65,fear
Crystal,Mannheim Steamroller,crystal,mannheim steamroller,fear
Navigating the Void,Disappears,navigating the void,disappears,fear
g.o.o.m : w/m,Tamtrum,goom wm,tamtrum,fear
God Only Knows,Langley Schools Music Project,god only knows,langley schools music project,fear
"Fire, Damp & Air",The Advisory Circle,fire damp air,the advisory circle,fear
Crocodiles in the Sky,The Parallax Corporation,crocodiles in the sky,the parallax corporation,fear
Navigatoria,志方あきこ,navigatoria,志方あきこ,fear
Hypersurface,Dopplereffekt,hypersurface,dopplereffekt,fear
Ripped Apart,Dawn of Ashes,ripped apart,dawn of ashes,fear
My Teacher Died,Diane Cluck,my teacher died,diane cluck,fear
Tomb Mau Mau,Vampire Beach Babes,tomb mau mau,vampire beach babes,fear
Mister Long Shanks: O Mother I Am Your Fantasy,Gong,mister long shanks o mother i am your fantasy,gong,fear
Neuron,Noise Unit,neuron,noise unit,fear
Mars Rain,James Bernard,mars rain,james bernard,fear
Through The Night,Oöphoi,through the night,oöphoi,fear
Dimension 11,Dopplereffekt,dimension 11,dopplereffekt,fear
Call Of The Space Siren,Combustible Edison,call of the space siren,combustible edison,fear
遥かなる旅路,志方あきこ,遥かなる旅路,志方あきこ,fear
The Day It All Went Wrong,Antiworld,the day it all went wrong,antiworld,fear
Double,Love of Diagrams,double,love of diagrams,fear
The Fall Of Light,Der Blaue Reiter,the fall of light,der blaue reiter,fear
Don't Feel Bad,Bridge Underwater,dont feel bad,bridge underwater,fear
Recorded,AGF/Delay,recorded,agfdelay,fear
まほろば,志方あきこ,まほろば,志方あきこ,fear
Track 03,M83,track 03,m83,fear
Troller tanz,Magma,troller tanz,magma,fear
Grey Skies Black,Bella Morte,grey skies black,bella morte,fear
There may be a tiger,Domotic,there may be a tiger,domotic,fear
Luci In The Sky With Demons,Marilyn Manson & The Spooky Kids,luci in the sky with demons,marilyn manson the spooky kids,fear
Twilight Zone,Dr. John,twilight zone,dr john,fear
amb010-Na holmah...,Georg Taraman,amb010na holmah,georg taraman,fear
Graviton,Dopplereffekt,graviton,dopplereffekt,fear
Runnin',Slope,runnin,slope,fear
Little Pain,Alio Die,little pain,alio die,fear
Sulphur,Dead Voices on Air,sulphur,dead voices on air,fear
See You In Hell (Remake By Monolith),Suicide Commando,see you in hell remake by monolith,suicide commando,fear
State Of Grace,Pink Industry,state of grace,pink industry,fear
Don't Frighten Them,Alamo Race Track,dont frighten them,alamo race track,fear
Tangled Beams,Belbury Poly,tangled beams,belbury poly,fear
Filth,Marilyn Manson & The Spooky Kids,filth,marilyn manson the spooky kids,fear
Let It Be So,Pauline Oliveros,let it be so,pauline oliveros,fear
Teardown,Front Line Assembly,teardown,front line assembly,fear
うたかたの花,志方あきこ,うたかたの花,志方あきこ,fear
A Surface Pest,Disko-ions,a surface pest,diskoions,fear
of those great walls,Tonikom,of those great walls,tonikom,fear
The accidental remote viewer,Natural Snow Buildings,the accidental remote viewer,natural snow buildings,fear
Let Your Ego Die,Marilyn Manson & The Spooky Kids,let your ego die,marilyn manson the spooky kids,fear
Oración nocturna,Hocico,oración nocturna,hocico,fear
Spontaneous Combustion,Cosmosis,spontaneous combustion,cosmosis,fear
Intro (Prophecies of Pagan Fire),Enthroned,intro prophecies of pagan fire,enthroned,fear
Engelschrei,Seelenkrank,engelschrei,seelenkrank,fear
One Night In New York City,The Horrorist,one night in new york city,the horrorist,fear
The Glasshouse and the Gift-Horse,Autistic Daughters,the glasshouse and the gifthorse,autistic daughters,fear
Every Single Fish In The Pond,JASss,every single fish in the pond,jasss,fear
Evil Returns,CeDigest,evil returns,cedigest,fear
Check The Sonic,Scorn,check the sonic,scorn,fear
Spooky Little Girl Like You,The Zombies,spooky little girl like you,the zombies,fear
The Witching Hour,Displacer,the witching hour,displacer,fear
Junk The Magic Dragon,Marilyn Manson & The Spooky Kids,junk the magic dragon,marilyn manson the spooky kids,fear
She wasn't good at Life.,The Mundanes,she wasnt good at life,the mundanes,fear
Messiah (remix by Wynardtage),A7IE,messiah remix by wynardtage,a7ie,fear
西風の贈り物,志方あきこ,西風の贈り物,志方あきこ,fear
Let It Sit,The Dylan Group,let it sit,the dylan group,fear
Jennifer 8,TimTim,jennifer 8,timtim,fear
Tricity,Fridge,tricity,fridge,fear
Those Who Come Closer,植松伸夫,those who come closer,植松伸夫,fear
A Fistful Of Terror,The Bomboras,a fistful of terror,the bomboras,fear
Aqualung,Spooky,aqualung,spooky,fear
The Blue Wraith,I Monster,the blue wraith,i monster,fear
frig în oase,Negură Bunget,frig în oase,negură bunget,fear
Unnamed 7,William Basinski,unnamed 7,william basinski,fear
Riverbed Part 7,Buck 65,riverbed part 7,buck 65,fear
Kalifornia,Humanwine,kalifornia,humanwine,fear
Fields of Fire,Lydia Lunch,fields of fire,lydia lunch,fear
Alone(Tempting Isn't It..?Last.fm),This Mortal Coil,alonetempting isnt itlastfm,this mortal coil,fear
Rysk Roulette,Dorothy's Magic Bag,rysk roulette,dorothys magic bag,fear
Driving To Get Away,Calexico,driving to get away,calexico,fear
Biometry,Der Zyklus,biometry,der zyklus,fear
Scaredy Cat,Marilyn Manson & The Spooky Kids,scaredy cat,marilyn manson the spooky kids,fear
Benedictus,Vernian Process,benedictus,vernian process,fear
Proem,X-Fusion,proem,xfusion,fear
Fatal decrease,Acylum,fatal decrease,acylum,fear
For whom the Bell Tolls,Steve Baker & Carmen Daye,for whom the bell tolls,steve baker carmen daye,fear
shimripl air,Autechre,shimripl air,autechre,fear
Blue Moon Of Kentucky,Zombie Ghost Train,blue moon of kentucky,zombie ghost train,fear
Tbe,Hecq,tbe,hecq,fear
Aeillet Sauvage,Marsen Jules,aeillet sauvage,marsen jules,fear
"Up You Go, Little Smoke",Tasseomancy,up you go little smoke,tasseomancy,fear
See That My Grave Is Kept Clean,灰野敬二,see that my grave is kept clean,灰野敬二,fear
Nihil before me,Siva Six,nihil before me,siva six,fear
The Fog Rolls In,John Carpenter,the fog rolls in,john carpenter,fear
Beyond Reality,X-Fusion,beyond reality,xfusion,fear
Go-Go Mummy,Zombie Ghost Train,gogo mummy,zombie ghost train,fear
Hangeki,Adam Kroll,hangeki,adam kroll,fear
Morrigu's Song,Poeta Magica,morrigus song,poeta magica,fear
jd006,坂本龍一,jd006,坂本龍一,fear
I Love My Job,{{{Sunset}}},i love my job,sunset,fear
HardBodies,The Third Eye Foundation,hardbodies,the third eye foundation,fear
Halpaa kultaa,Islaja,halpaa kultaa,islaja,fear
In Hollywood Tonight,Audra,in hollywood tonight,audra,fear
